image_id,device_id,timestamp,source_type,image_path,processed_path,width,height,brightness,processing_status,processing_time_ms,note
img_2d74745232,simulated_camera,2026-06-09T07:36:26,demo_script,data/raw_images/img_2d74745232.jpg,data/processed_images/img_2d74745232_processed_steps.jpg,640,360,233.55,processed,171.03,demo_frame=0
img_e35d0bf94d,simulated_camera,2026-06-09T07:36:26,demo_script,data/raw_images/img_e35d0bf94d.jpg,data/processed_images/img_e35d0bf94d_processed_steps.jpg,640,360,233.55,processed,7.17,demo_frame=1
img_494650f8dd,camera:no_camera_fallback,2026-06-09T07:36:29,motion_capture,data/raw_images/img_494650f8dd.jpg,data/processed_images/img_494650f8dd_processed_steps.jpg,640,360,233.55,processed,5.06,"motion_score=1162.0, threshold=25, min_area=800"
img_1457d64a4a,simulated_camera,2026-06-10T08:10:05,demo_script,data\raw_images\img_1457d64a4a.jpg,data\processed_images\img_1457d64a4a_processed_steps.jpg,640,360,233.51,processed,16.12,demo_frame=0
img_dc622448e2,simulated_camera,2026-06-10T08:10:05,demo_script,data\raw_images\img_dc622448e2.jpg,data\processed_images\img_dc622448e2_processed_steps.jpg,640,360,233.51,processed,8.01,demo_frame=1
img_76c052ed63,camera:no_camera_fallback,2026-06-10T08:10:07,motion_capture,data\raw_images\img_76c052ed63.jpg,data\processed_images\img_76c052ed63_processed_steps.jpg,640,360,233.51,processed,12.78,"motion_score=1162.0, threshold=25, min_area=800"
img_dcced84251,camera:0,2026-06-10T08:13:06,camera,data\raw_images\img_dcced84251.jpg,data\processed_images\img_dcced84251_processed_steps.jpg,640,480,168.37,processed,13.22,snapshot button
img_fbf0803268,camera:0,2026-06-10T10:19:50,camera,data\raw_images\img_fbf0803268.jpg,data\processed_images\img_fbf0803268_advanced_steps.jpg,640,480,66.27,28.51,processed,20.03,"snapshot | threshold=186 | canny=150/250 | roi=(160, 90, 480, 270)"
img_68dc192a4e,camera:0,2026-06-10T10:20:02,camera,data\raw_images\img_68dc192a4e.jpg,data\processed_images\img_68dc192a4e_advanced_steps.jpg,640,480,100.65,29.54,processed,30.95,"snapshot | threshold=186 | canny=150/250 | roi=(160, 90, 480, 270)"
img_6cca81d5f7,camera:0,2026-06-10T10:20:12,camera,data\raw_images\img_6cca81d5f7.jpg,data\processed_images\img_6cca81d5f7_advanced_steps.jpg,640,480,191.15,122.57,processed,17.59,"snapshot | threshold=186 | canny=150/250 | roi=(160, 90, 480, 270)"
img_ffe6e09c08,camera:0,2026-06-10T10:20:30,camera,data\raw_images\img_ffe6e09c08.jpg,data\processed_images\img_ffe6e09c08_advanced_steps.jpg,640,480,141.58,109.47,processed,19.06,"snapshot | threshold=80 | canny=150/250 | roi=(160, 90, 480, 270)"
img_6fda56336a,camera:0,2026-06-10T10:20:32,camera,data\raw_images\img_6fda56336a.jpg,data\processed_images\img_6fda56336a_advanced_steps.jpg,640,480,0.0,0.0,processed,21.95,"snapshot | threshold=120 | canny=150/250 | roi=(160, 90, 480, 270)"
img_6162fe8698,camera:0,2026-06-10T10:20:33,camera,data\raw_images\img_6162fe8698.jpg,data\processed_images\img_6162fe8698_advanced_steps.jpg,640,480,151.1,111.41,processed,19.14,"snapshot | threshold=180 | canny=150/250 | roi=(160, 90, 480, 270)"
img_087d34ffcc,camera:0,2026-06-10T10:20:40,camera,data\raw_images\img_087d34ffcc.jpg,data\processed_images\img_087d34ffcc_advanced_steps.jpg,640,480,156.39,94.83,processed,17.87,"snapshot | threshold=180 | canny=50/100 | roi=(160, 90, 480, 270)"
img_390177abde,camera:0,2026-06-10T10:20:41,camera,data\raw_images\img_390177abde.jpg,data\processed_images\img_390177abde_advanced_steps.jpg,640,480,159.26,100.05,processed,18.33,"snapshot | threshold=180 | canny=80/160 | roi=(160, 90, 480, 270)"
img_97a65b3dfc,camera:0,2026-06-10T10:20:42,camera,data\raw_images\img_97a65b3dfc.jpg,data\processed_images\img_97a65b3dfc_advanced_steps.jpg,640,480,159.69,108.76,processed,19.89,"snapshot | threshold=180 | canny=150/250 | roi=(160, 90, 480, 270)"
img_c745deac1c,camera:0,2026-06-10T10:21:35,motion_capture,data\raw_images\img_c745deac1c.jpg,data\processed_images\img_c745deac1c_advanced_steps.jpg,640,480,161.59,92.93,processed,19.11,"motion_score=20143.5, threshold=15, min_area=500, cooldown=0.0"
img_5caac60d64,camera:0,2026-06-10T10:21:38,camera,data\raw_images\img_5caac60d64.jpg,data\processed_images\img_5caac60d64_advanced_steps.jpg,640,480,163.52,100.37,processed,19.04,"snapshot | threshold=80 | canny=151/255 | roi=(160, 90, 480, 270)"
img_57b31817c7,camera:0,2026-06-10T10:21:39,motion_capture,data\raw_images\img_57b31817c7.jpg,data\processed_images\img_57b31817c7_advanced_steps.jpg,640,480,0.0,0.0,processed,13.78,"motion_score=76241.0, threshold=25, min_area=800, cooldown=1.0"
img_b043156e10,camera:0,2026-06-10T10:21:40,camera,data\raw_images\img_b043156e10.jpg,data\processed_images\img_b043156e10_advanced_steps.jpg,640,480,0.0,0.0,processed,22.21,"snapshot | threshold=120 | canny=151/255 | roi=(160, 90, 480, 270)"
img_99fce86450,simulated_camera,2026-08-03T09:20:57,demo_script,data\raw_images\img_99fce86450.jpg,data\processed_images\img_99fce86450_advanced_steps.jpg,640,360,155.41,141.29,processed,11.46,demo_frame=0
img_21ca1cd0f2,simulated_camera,2026-08-03T09:20:57,demo_script,data\raw_images\img_21ca1cd0f2.jpg,data\processed_images\img_21ca1cd0f2_advanced_steps.jpg,640,360,155.57,133.01,processed,9.85,demo_frame=1
img_2fad91ec00,simulated_camera,2026-08-03T09:20:57,demo_script,data\raw_images\img_2fad91ec00.jpg,data\processed_images\img_2fad91ec00_advanced_steps.jpg,640,360,156.3,2.03,processed,6.95,ROI center 50%
img_9f696b9617,simulated_camera,2026-08-03T09:20:57,param_experiment,data\raw_images\img_9f696b9617.jpg,data\processed_images\img_9f696b9617_advanced_steps.jpg,640,360,156.73,159.64,processed,7.25,threshold_test=80
img_73fb58bc34,simulated_camera,2026-08-03T09:20:57,param_experiment,data\raw_images\img_73fb58bc34.jpg,data\processed_images\img_73fb58bc34_advanced_steps.jpg,640,360,157.82,160.93,processed,6.75,threshold_test=120
img_1486971a92,simulated_camera,2026-08-03T09:20:57,param_experiment,data\raw_images\img_1486971a92.jpg,data\processed_images\img_1486971a92_advanced_steps.jpg,640,360,155.39,159.88,processed,7.07,threshold_test=180
img_33d52f46b2,simulated_camera,2026-08-03T09:20:57,param_experiment,data\raw_images\img_33d52f46b2.jpg,data\processed_images\img_33d52f46b2_advanced_steps.jpg,640,360,157.53,153.79,processed,6.81,canny_test=50/100
img_34941ac82e,simulated_camera,2026-08-03T09:20:57,param_experiment,data\raw_images\img_34941ac82e.jpg,data\processed_images\img_34941ac82e_advanced_steps.jpg,640,360,157.67,161.67,processed,6.62,canny_test=80/160
img_3744c961ca,simulated_camera,2026-08-03T09:20:57,param_experiment,data\raw_images\img_3744c961ca.jpg,data\processed_images\img_3744c961ca_advanced_steps.jpg,640,360,156.5,154.06,processed,6.78,canny_test=150/250
img_770d1e8122,camera:no_camera_fallback,2026-08-03T09:20:59,motion_capture,data\raw_images\img_770d1e8122.jpg,data\processed_images\img_770d1e8122_advanced_steps.jpg,640,360,157.12,141.26,processed,6.63,"motion_score=0.0, threshold=15, min_area=500, cooldown=0"
img_8cd7f29ad4,camera:no_camera_fallback,2026-08-03T09:21:00,motion_capture,data\raw_images\img_8cd7f29ad4.jpg,data\processed_images\img_8cd7f29ad4_advanced_steps.jpg,640,360,157.12,141.26,processed,10.64,"motion_score=0.0, threshold=25, min_area=800, cooldown=1"
img_63bf4e7b1c,camera:no_camera_fallback,2026-08-03T09:21:01,motion_capture,data\raw_images\img_63bf4e7b1c.jpg,data\processed_images\img_63bf4e7b1c_advanced_steps.jpg,640,360,157.25,148.23,processed,10.93,"motion_score=0.0, threshold=40, min_area=1500, cooldown=5"
img_3b5ae0b328,camera:0,2026-08-03T11:14:43,camera,data\raw_images\img_3b5ae0b328.jpg,data\processed_images\img_3b5ae0b328_advanced_steps.jpg,640,480,160.33,243.99,processed,29.2,snapshot | threshold=120 | canny=80/160 | roi=None
img_9fe317b515,camera:0,2026-08-03T11:14:48,camera,data\raw_images\img_9fe317b515.jpg,data\processed_images\img_9fe317b515_advanced_steps.jpg,640,480,107.15,534.12,processed,12.88,snapshot | threshold=120 | canny=80/160 | roi=None
img_f8c6f13d38,camera:0,2026-08-03T11:16:23,motion_capture,data\raw_images\img_f8c6f13d38.jpg,data\processed_images\img_f8c6f13d38_advanced_steps.jpg,640,360,156.73,159.64,processed,10.79,"motion_score=0.0, threshold=25, min_area=800, cooldown=1.0"
img_680aaa10a8,camera:0,2026-08-03T11:16:32,motion_capture,data\raw_images\img_680aaa10a8.jpg,data\processed_images\img_680aaa10a8_advanced_steps.jpg,640,480,168.72,268.56,processed,14.33,"motion_score=16476.5, threshold=25, min_area=800, cooldown=1.0"
img_a14bb585e9,camera:0,2026-08-03T11:16:33,camera,data\raw_images\img_a14bb585e9.jpg,data\processed_images\img_a14bb585e9_advanced_steps.jpg,640,480,163.54,195.63,processed,19.01,snapshot | threshold=120 | canny=80/160 | roi=None
img_c1d7464fda,camera:0,2026-08-03T11:17:10,camera,data\raw_images\img_c1d7464fda.jpg,data\processed_images\img_c1d7464fda_advanced_steps.jpg,640,480,120.39,173.52,processed,11.34,"snapshot | threshold=80 | canny=80/160 | roi=(160, 90, 480, 270)"
img_a5ad7c646c,camera:0,2026-08-03T11:17:11,camera,data\raw_images\img_a5ad7c646c.jpg,data\processed_images\img_a5ad7c646c_advanced_steps.jpg,640,480,120.16,152.48,processed,14.73,"snapshot | threshold=120 | canny=80/160 | roi=(160, 90, 480, 270)"
img_7a62842fa0,camera:0,2026-08-03T11:17:13,camera,data\raw_images\img_7a62842fa0.jpg,data\processed_images\img_7a62842fa0_advanced_steps.jpg,640,480,120.91,168.48,processed,8.8,"snapshot | threshold=180 | canny=80/160 | roi=(160, 90, 480, 270)"
img_415b853299,camera:0,2026-08-03T11:17:17,camera,data\raw_images\img_415b853299.jpg,data\processed_images\img_415b853299_advanced_steps.jpg,640,480,121.47,217.58,processed,10.46,"snapshot | threshold=180 | canny=50/100 | roi=(160, 90, 480, 270)"
img_ff5dca2d10,camera:0,2026-08-03T11:17:18,camera,data\raw_images\img_ff5dca2d10.jpg,data\processed_images\img_ff5dca2d10_advanced_steps.jpg,640,480,121.25,167.28,processed,13.42,"snapshot | threshold=180 | canny=80/160 | roi=(160, 90, 480, 270)"
img_7150760200,camera:0,2026-08-03T11:17:20,camera,data\raw_images\img_7150760200.jpg,data\processed_images\img_7150760200_advanced_steps.jpg,640,480,133.19,217.44,processed,13.34,"snapshot | threshold=180 | canny=150/250 | roi=(160, 90, 480, 270)"
img_a50cf2f522,camera:0,2026-08-03T11:25:01,camera,data\raw_images\img_a50cf2f522.jpg,data\processed_images\img_a50cf2f522_advanced_steps.jpg,640,480,115.69,453.25,processed,12.65,"snapshot | threshold=120 | canny=50/160 | roi=(160, 90, 480, 270)"
img_d44f3aa137,camera:0,2026-08-03T11:25:12,camera,data\raw_images\img_d44f3aa137.jpg,data\processed_images\img_d44f3aa137_advanced_steps.jpg,640,480,126.4,720.82,processed,25.18,"snapshot | threshold=120 | canny=50/160 | roi=(160, 90, 480, 270)"
img_06b4410dbd,camera:0,2026-08-03T11:25:34,camera,data\raw_images\img_06b4410dbd.jpg,data\processed_images\img_06b4410dbd_advanced_steps.jpg,640,480,104.02,79.88,processed,24.02,"snapshot | threshold=120 | canny=50/100 | roi=(160, 90, 480, 270)"
img_d3fced0332,camera:0,2026-08-03T11:25:56,camera,data\raw_images\img_d3fced0332.jpg,data\processed_images\img_d3fced0332_advanced_steps.jpg,640,480,116.01,523.22,processed,16.03,"snapshot | threshold=120 | canny=50/160 | roi=(160, 90, 480, 270)"
img_a2b5b0d6c0,camera:0,2026-08-03T11:28:09,camera,data\raw_images\img_a2b5b0d6c0.jpg,data\processed_images\img_a2b5b0d6c0_advanced_steps.jpg,640,480,113.09,211.67,processed,22.87,"snapshot | threshold=120 | canny=50/160 | roi=(100, 100, 400, 202)"
img_5db3dcf5b5,camera:0,2026-08-03T11:28:39,camera,data\raw_images\img_5db3dcf5b5.jpg,data\processed_images\img_5db3dcf5b5_advanced_steps.jpg,640,480,116.07,311.13,processed,15.01,"snapshot | threshold=120 | canny=50/160 | roi=(80, 100, 400, 202)"
img_25b8e02f8e,camera:0,2026-08-03T11:28:44,camera,data\raw_images\img_25b8e02f8e.jpg,data\processed_images\img_25b8e02f8e_advanced_steps.jpg,640,480,106.66,499.18,processed,24.55,"snapshot | threshold=120 | canny=50/160 | roi=(80, 100, 400, 202)"
img_e17d6a0f9d,camera:0,2026-08-03T11:29:14,camera,data\raw_images\img_e17d6a0f9d.jpg,data\processed_images\img_e17d6a0f9d_advanced_steps.jpg,640,480,145.31,332.67,processed,18.47,"snapshot | threshold=120 | canny=50/160 | roi=(160, 90, 101, 270)"
img_b841c326df,camera:0,2026-08-03T11:29:15,camera,data\raw_images\img_b841c326df.jpg,data\processed_images\img_b841c326df_advanced_steps.jpg,640,480,140.52,325.58,processed,11.39,"snapshot | threshold=120 | canny=50/160 | roi=(160, 90, 101, 270)"
img_6fadfe2c54,camera:0,2026-08-03T11:29:25,camera,data\raw_images\img_6fadfe2c54.jpg,data\processed_images\img_6fadfe2c54_advanced_steps.jpg,640,480,112.04,234.17,processed,10.98,"snapshot | threshold=120 | canny=50/160 | roi=(160, 90, 480, 270)"
img_62f05c7d45,camera:0,2026-08-03T11:30:00,camera,data\raw_images\img_62f05c7d45.jpg,data\processed_images\img_62f05c7d45_advanced_steps.jpg,640,480,133.49,263.87,processed,24.55,"snapshot | threshold=120 | canny=50/160 | roi=(160, 80, 480, 400)"
img_7d9ff6f228,camera:0,2026-08-03T11:30:12,camera,data\raw_images\img_7d9ff6f228.jpg,data\processed_images\img_7d9ff6f228_advanced_steps.jpg,640,480,120.54,203.23,processed,19.11,"snapshot | threshold=120 | canny=50/160 | roi=(160, 50, 480, 400)"
img_670309894f,camera:0,2026-08-03T11:30:25,camera,data\raw_images\img_670309894f.jpg,data\processed_images\img_670309894f_advanced_steps.jpg,640,480,124.33,218.58,processed,13.85,"snapshot | threshold=120 | canny=50/160 | roi=(160, 150, 480, 400)"
img_35b532fee8,camera:0,2026-08-03T11:30:42,camera,data\raw_images\img_35b532fee8.jpg,data\processed_images\img_35b532fee8_advanced_steps.jpg,640,480,121.24,159.88,processed,12.09,"snapshot | threshold=120 | canny=50/160 | roi=(160, 150, 480, 302)"
img_f8518559a6,camera:0,2026-08-03T11:31:08,camera,data\raw_images\img_f8518559a6.jpg,data\processed_images\img_f8518559a6_advanced_steps.jpg,640,480,91.63,36.23,processed,15.93,"snapshot | threshold=120 | canny=50/100 | roi=(160, 150, 480, 302)"
img_563759a069,camera:0,2026-08-03T11:31:09,camera,data\raw_images\img_563759a069.jpg,data\processed_images\img_563759a069_advanced_steps.jpg,640,480,135.33,105.14,processed,20.28,"snapshot | threshold=120 | canny=80/160 | roi=(160, 150, 480, 302)"
img_190b648846,camera:0,2026-08-03T11:31:11,camera,data\raw_images\img_190b648846.jpg,data\processed_images\img_190b648846_advanced_steps.jpg,640,480,115.4,54.81,processed,20.61,"snapshot | threshold=120 | canny=150/250 | roi=(160, 150, 480, 302)"
img_5edec4a902,camera:0,2026-08-03T11:31:26,motion_capture,data\raw_images\img_5edec4a902.jpg,data\processed_images\img_5edec4a902_advanced_steps.jpg,640,360,147.12,4.98,processed,14.86,"motion_score=0.0, threshold=15, min_area=500, cooldown=0.0"
img_a059e23237,camera:0,2026-08-03T11:31:30,motion_capture,data\raw_images\img_a059e23237.jpg,data\processed_images\img_a059e23237_advanced_steps.jpg,640,360,147.12,4.98,processed,12.73,"motion_score=0.0, threshold=25, min_area=800, cooldown=1.0"
img_4c142c8177,camera:0,2026-08-03T11:31:34,motion_capture,data\raw_images\img_4c142c8177.jpg,data\processed_images\img_4c142c8177_advanced_steps.jpg,640,480,160.86,293.43,processed,21.81,"motion_score=12965.0, threshold=40, min_area=1500, cooldown=5.0"
img_07768cbab1,camera:0,2026-08-03T11:32:54,camera,data\raw_images\img_07768cbab1.jpg,data\processed_images\img_07768cbab1_advanced_steps.jpg,640,480,147.03,316.59,processed,18.3,"snapshot | threshold=120 | canny=50/100 | roi=(160, 150, 480, 302)"
img_4360512011,camera:0,2026-08-03T11:32:56,camera,data\raw_images\img_4360512011.jpg,data\processed_images\img_4360512011_advanced_steps.jpg,640,480,141.95,499.21,processed,17.93,"snapshot | threshold=120 | canny=80/160 | roi=(160, 150, 480, 302)"
img_76cb6d391a,camera:0,2026-08-03T11:32:58,camera,data\raw_images\img_76cb6d391a.jpg,data\processed_images\img_76cb6d391a_advanced_steps.jpg,640,480,134.96,281.66,processed,22.63,"snapshot | threshold=120 | canny=150/250 | roi=(160, 150, 480, 302)"
img_27b4b87560,camera:0,2026-08-03T11:33:04,motion_capture,data\raw_images\img_27b4b87560.jpg,data\processed_images\img_27b4b87560_advanced_steps.jpg,640,480,130.5,253.24,processed,13.87,"motion_score=12415.0, threshold=15, min_area=500, cooldown=0.0"
img_079a972710,camera:0,2026-08-03T11:33:08,motion_capture,data\raw_images\img_079a972710.jpg,data\processed_images\img_079a972710_advanced_steps.jpg,640,480,112.73,132.94,processed,16.51,"motion_score=24514.5, threshold=25, min_area=800, cooldown=1.0"
img_3a7f0d8532,camera:0,2026-08-03T11:33:12,motion_capture,data\raw_images\img_3a7f0d8532.jpg,data\processed_images\img_3a7f0d8532_advanced_steps.jpg,640,480,118.91,184.72,processed,10.88,"motion_score=22666.0, threshold=40, min_area=1500, cooldown=5.0"
